Date,Year,Month,Day,Time,Country,Location,Operator,Operator_Type,Route,Type,Aboard,Fatalities,Fatality_Rate,Ground,Causes,Summary
1971-12-04,1971,December,Saturday,13:46,USA,"Raleigh, North Carolina",Eastern Air Lines,Civilian,"Miami, Fl - Raleigh, Nc",Douglas Dc-9-31 /Cessna 206,29,2,0.07,0,Unknown,Midair collision.  The DC-9 descended onto the Cessna. Two killed aboard the Cessna. The DC-9 landed with no one aboard injured. Inadequacy of ATC facilities and services in the terminal area.
1991-02-22,1991,February,Friday,13:46,Angola,"Cazombo, Angola",Fuerza Area Angolaise,Civilian,Unavailable,Antonov An-26,47,47,1.0,0,Military Action,Shot down by surface-to-air missile launced by UNITA rebels.
1971-12-21,1971,December,Tuesday,13:46,Bulgaria,"Sofia, Bulgaria",Balkan Bulgarian Airlines,Civilian,Sofia Iap - Algiers,Ilyushin Il-18B,73,28,0.38,0,Weather,Crashed in adverse weather conditions shortly after taking off.
1971-12-24,1971,December,Friday,12:36,Peru,"Near Puerto Inca, Huanuco, Peru",Lineas Aereas Nacionales Sa (Peru),Civilian,Lima - Pucallpa,Lockheed 188A Electra,92,91,0.99,0,Weather,"The aircraft was struck by lightning after it entered an area of thunderstorms and heavy turbulence. The lightning caused a fire which led to the separation of the right wing and part of the left wing. The aircraft crashed in mountainous terrain in the jungle. One German passenger, a female teenager, survived and was found after trekking through the jungle for 9 days. Juliane Koepcke had a broken collarbone and was unconscious for an unknown amount of time but had survived the crash still strapped in her seat. When she came to, she set out in vain to find her mother. Maria Koepcke, her mother, a leading Peruvian ornithologist, was dead. Rescue crews searched for the aircraft without success. Koepcke would have to save herself.  Koepcke found a stream and began nine days of wading through knee-high water and fighting off swarms of insects and leeches. On the ninth day, she found a canoe and shelter. Then she waited. Hours later, local lumbermen returned and found her. They tried to get her to eat but she was quite sick and refused. Insects had buried eggs in her skin and they were beginning to hatch. One of the men poured gasoline on her and, as she told the London Daily Mail, 'I counted 35 worms that came out of my arms alone.' The men offered what assistance they could provide but it was too late in the day to start the journey back to civilization; she slept one more night in the jungle before the men took her on the final seven hour journey via canoe down the river to a lumber station where she was airlifted to a hospital."
1972-01-06,1972,January,Thursday,12:36,Mexico,"Near Chetumal, Mexico",Saesa,Civilian,Chetumel - Merida,Hawker Siddeley Hs-748-230 Srs. 2A,23,23,1.0,0,Collision/Impact,The aircraft crashed following a fire onboard while en route.
1972-01-07,1972,January,Friday,22:00,USA,"Sierra De Atalayasa, Spain",Iberia Airlines,Civilian,Valencia - Ibiza,Sud-Aviation Caravelle Vi-R,104,104,1.0,0,Pilot Error,The aircraft crashed into hill while attempting to land. Failure to maintain the minimum flight altitude during the final stages of the visual approach.
1972-01-18,1972,January,Tuesday,01:04,USA,"Chambers, Nebraska",Kime Flying Service - Air Taxi,Civilian,"Omaha, Ne - Hot Springs, Sd",Piper Pa-23,3,3,1.0,0,Pilot Error,"The pilot feathered the right engine for undetermined reasons, failed to maintain safe altitude and crashed into a telephone pole and wires."
1972-01-21,1972,January,Friday,01:04,,"Near Adana, Turkey",Turkish Airlines (Thy),Civilian,Damascus - Ankara,Mdonnell Douglas Dc-9-32,8,1,0.12,0,Pilot Error,"After diverting to Adana because of pressurization problems, the aircraft hit the ground downwind on the second approach and caught fire."
1972-01-21,1972,January,Friday,01:04,Colombia,"Near Funza, Colombia",Lineas Aéreas La Urraca,Civilian,Bogota - San Andres,Vickers Viscount 837,20,20,1.0,0,Collision/Impact,Crashed shortly after leaving Bogota after an explosion aboard.
1972-01-21,1972,January,Friday,10:30,Colombia,"Near Betania, Colombia",Satena,Civilian,Medellin - Buenaventura,Douglas C-47,39,39,1.0,0,Weather,The aircraft struck a mountain in rain and thunderstorms operating as a non-scheduled passenger airliner run by the military.
1972-01-26,1972,January,Wednesday,16:10,Slovakia,"Near Hermsdorf, Czechoslovakia",Jat Yugoslav Airlines,Civilian,Stockholm - Belgrade,Mcdonnell Douglas Dc-9-32,28,27,0.96,0,Collision/Impact,"The plane crashed after the detonation of a bomb in the forward cargo hold. A flight attendant,  22 year old Vesna Vulovic, fell 33,330 feet in the tail section and although she broke both legs and was temporarily paralyzed from the waist down, she survived. She was in a coma for 27 days and it took 16 months for her to recover. The bomb was believed to be placed on the plane by a Croatian extremist group. On January 27, 1997, 25 years after the crash, Vesna Vulovireturned to the crash-site and was reunited with the firemen who pulled her from the wreckage and the medical team who looked after her in the hospital."
1972-02-01,1972,February,Tuesday,16:10,Indonesia,"Near Tegal, Indonesia",Penas,Civilian,Unavailable,Douglas Dc-6,9,6,0.67,0,Pilot Error,Due to a compass error the aircraft became lost and crashed during a forced landing due to fuel starvation.
1972-02-04,1972,February,Friday,16:10,,"Pha Khao, Laos",Air America,Civilian,Ban Xon - Pha Khao,De Havilland Canada C-7A Caribou,38,1,0.03,0,Collision/Impact,Crashed while attempting to land. Overloaded
1972-02-04,1972,February,Friday,19:00,USA,"Battlemountain, Nevada",Clarkes Thunder - Air Taxi,Civilian,"Gallup, Nm - Battle Mountain, Nv",Beechcraft S35,2,2,1.0,0,Pilot Error,Pilot flying too high and suffered hypoxia. Pilot had emphysema and advanced arteriosclerosis. No oxygen aboard the aircraft.
1972-02-05,1972,February,Saturday,19:00,Colombia,"Near Valledupar, Colombia",Tac Colombia,Civilian,Bogota - Valledupar,Fairchild F-27,19,19,1.0,0,Unknown,Disappeared while en route. Wreckage found 3 days later.
1972-02-11,1972,February,Friday,13:20,,"Near Vientiane, Laos",Royal Air Lao,Civilian,Savannakhet - Vientiane,Douglas Dc-4,23,23,1.0,0,Military Action,Shot down while en route. Aircraft not found.
1972-02-16,1972,February,Wednesday,02:55,USA,"Jackson, Mississippi",Hankins Airways - Air Taxi,Civilian,"Chicago, Il - Detroit, Mi",Beechcraft D 18S,2,2,1.0,0,Mechanical Failure,The aircraft failed to maintain flying speed after a engine failure for undetermined reasons. Ice seen on aircraft before and after the accident.
1972-02-19,1972,February,Saturday,02:55,USA,"Little Rock, Arkansas",Military - U.S. Air Force,Military,Unavailable,Lockheed C-130E Hercules,7,5,0.71,0,Pilot Error,Midair collision with a T-37 trainer while on approach to Little Rock. Both pilots on the trainer ejected safely.
1972-02-20,1972,February,Sunday,10:32,USA,"Fairfield, Idaho",Sun Valley Airways - Air Taxi,Civilian,"Hailey, Id - Boise, Id",Beechcraft 65-B80,4,4,1.0,0,Mechanical Failure,In-flight fire caused in-flight structural failure. Left wing separated due to fire resulting from engine cylinder separation. Excessive working hours may have contributed to the accident.
1972-02-22,1972,February,Tuesday,07:05,USA,"Molokai, Hawaii",Alii Air Hawaii - Air Taxi,Civilian,"Honolulu, Hi - Lanai, Hi",Beechcraft D 18S,8,8,1.0,0,Weather,Flew into thunderstorm activity and crashed into ocean for reasons unknown. Continued VFR flight into adverse weather conditions.
1972-03-03,1972,March,Friday,20:48,USA,"Albany, New York",Mohawk Airlines,Civilian,"New York City - Albany, Ny",Fairchild-Hiller Fh-227-B,48,16,0.33,1,Pilot Error,"The aircraft was on final approach to Albany County Airport in light snow and two miles visibility, when the pilot reported a malfunctioning left propeller cruise pitch lock. The captain ordered the engine shut down but the crew was unsuccessful in feathering the prop and the plane began to lose altitude. The plane crashed 4 miles short of the runway into a two-family house killing one man. Malfunction of the cruise pitch lock.  Inability of the crew to feather the left propeller, in combination with the descent below the minimum approach altitude. The reason for the malfunction and inability to feather the prop remains undetermined."
1972-03-13,1972,March,Monday,20:48,USA,"Fort Worth, Texas",Military - U.S. Air Force,Military,Unavailable,Boeing Kc-135A,5,5,1.0,0,Collision/Impact,"While attempting to land the right wing struck the ground, the plane crashed and burned."
1972-03-14,1972,March,Tuesday,22:00,USA,"Near Al Fujayrah, United Arab Emirates",Sterling Airways,Civilian,Colombo - Dubai,Aerospatiale Caravelle Super 10B,112,112,1.0,0,Pilot Error,"The aircraft struck a mountain ridge during approach, 50 miles E of Dubai. Incorrect information from an outdated flight plan."
1972-03-19,1972,March,Sunday,22:00,Yemen,"Shamsam Mountains, South Yemen",Egyptair,Civilian,Cairo - Aden,Mcdonnell Douglas Dc-9-32,22,22,1.0,0,Pilot Error,"The aircraft crashed into Shamsam Mountain and exploded, during a visual approach, 4 miles SW of the airport."
1972-03-28,1972,March,Tuesday,22:00,,"Near Tchepone, Laos",Military - U.S. Air Force,Military,Unavailable,Lockheed Ac-130A Hercules,14,14,1.0,0,Collision/Impact,Struck by a surface-to-air missile.
1972-04-06,1972,April,Thursday,22:00,San Marino,"Near San Fernando, Venezuela",Avensa,Civilian,Unavailable,Curtiss C-46F,2,2,1.0,0,Collision/Impact,The cargo plane crashed.
1972-04-12,1972,April,Wednesday,21:26,USA,"Near Rio De Janeiro, Brazil",Vasp,Civilian,Sao Paulo - Rio De Janeiro,Namc Ys-11A-211,25,25,1.0,0,Pilot Error,"Crashed in mountainous terrain,  50 miles north of Rio de Janeiro, while on approach."
1972-04-16,1972,April,Sunday,22:10,Burundi,Near Ardinello Di Amaseno,Aero Transporti Italiani,Civilian,Rome - Foggia,Fokker F-27 Friendship 200,18,18,1.0,0,Mechanical Failure,Crashed into high ground while en route in thunderstorm activity. Loss of control due to downdrafts and updrafts in thunderstorm activity.
1972-04-17,1972,April,Monday,17:18,USA,"New York, New York",Helaire Helicopter,Civilian,Sightseeing,Bell 47J-2,3,3,1.0,0,Weather,Float equipped sightseeing helicopter encountered turbulence which led to the blades flapping and a steep nose down crash into the river.
1972-04-18,1972,April,Tuesday,09:39,Ethiopia,"Addis Ababa, Ethiopia",East African Airways,Civilian,Addis Ababa - Rome,Bac Super Vc-10 1154,107,43,0.4,0,Pilot Error,The aircraft broke-up after overrunning the runway and an aborted takeoff. Partial loss of braking power due to the incorrect reassembly and repairs of the braking system.
1972-04-20,1972,April,Thursday,09:39,Peru,"Near Moyobamba, Peru",Satco,Civilian,Unavailable,Douglas C-47D,6,6,1.0,0,Pilot Error,The cargo plane struck a mountain in poor weather conditions. The pilot elected to use a cruising altitude lower than stipulated in order to save time and continue flying in VFR conditions.
1972-04-24,1972,April,Monday,12:23,USA,"Nyot Mo, Laos",Air America,Civilian,"Long Tieng, Laos - Moung Cha, Laos",Pilatus Pc6Ch2,10,4,0.4,0,Collision/Impact,Hit trees while flying through a mountain pass in rain and fog.
1972-04-26,1972,April,Wednesday,12:23,Viet Nam,"Near An Loc, Vietnam",Military - U.S. Air Force,Military,Unavailable,Lockheed C-130E Hercules,6,6,1.0,0,Fire/Explosion,Shot down by enemy fire.
1972-05-04,1972,May,Thursday,12:23,,"Bratsk, Ussr",Aeroflot,Civilian,Unavailable,Yakovlev Yak-40,18,18,1.0,0,Pilot Error,Crashed on approach. Windshear.
1972-05-05,1972,May,Friday,22:24,Italy,"Near Carini, Sicily, Italy",Alitalia,Civilian,Rome - Palermo,Mcdonnell Douglas Dc-8-43,115,115,1.0,0,Pilot Error,The plane cashed into Mt. Lunga during an approach to Palermo. The crew's non-adherence to airport traffiregulations. The aircraft was named Antonio Pigafetta.
1972-05-08,1972,May,Monday,22:24,"Venezuela, Bolivarian Republic of","Cuidad, Venezuela",Aerotechnia,Civilian,Ciudad - La Centella,Douglas C-47B,7,7,1.0,0,Collision/Impact,Struck a mountain while en route.
1972-05-10,1972,May,Wednesday,10:25,Viet Nam,"Near Gia Dinh, South Vietnam",Military - U.S. Army,Military,Bien Hoa - Vung Tau,Boeing Vertol Ch47A (Helicopter),34,34,1.0,0,Mechanical Failure,Metal fatigue of the spar in a blade led to separation of the blade and loss of control of the aircraft.
1972-05-19,1972,May,Friday,12:29,USA,"Albuquerque, New Mexico",Ross Aviation - Air Taxi,Civilian,"Albuquerque, Nm - Sante Fe, Nm",Beechcraft 65-B80,9,9,1.0,0,Pilot Error,"Forward cargo door was not secured, opened in flight. Cargo damaged left propeller. Open door created extra drag. Pilot lost control and crashed."
1972-05-21,1972,May,Sunday,12:29,Angola,"Lobito, Angola",Dta Angola Airlines,Civilian,Luanda - Lobito - Sa Da Bandeira,Fokker F-27 Friendship 200,25,22,0.88,0,Pilot Error,Overshot the runway in heavy fog and crashed into the ocean while landing.
1972-05-27,1972,May,Saturday,12:29,Germany,"Near Helgoland, Germany",General Air,Civilian,Unavailable,De Havilland Canada Dhc-6 Twin Otter,13,8,0.62,0,Collision/Impact,Crashed after taking off this North sea island for another island.
1972-05-29,1972,May,Monday,06:04,USA,"Dulac, Louisiana",Petrolium Helicopter,Civilian,"Dulac, La - Gulf Oil Platform",Bell 205A,11,11,1.0,0,Mechanical Failure,Crashed into the water after the fatigue failure of both tail rotor blade grips.
1972-05-29,1972,May,Monday,06:04,Brazil,"Cruzeiro Do Sul Acre, Brazil",Amazonese Importacao E Exportacao,Civilian,Unavailable,Lockheed 049 Constellation,18,9,0.5,0,Mechanical Failure,"Cashed into trees shortly after taking off after two engines failed. Refueling directly from the trucks, without allowing sufficient time for the fuel to settle."
1972-05-30,1972,May,Tuesday,06:24,USA,"Dallas/Ft. Worth, Texas",Delta Air Lines,Civilian,Training,Mcdonnell Douglas Dc-9-14,4,4,1.0,0,Pilot Error,While practicing touch and go landing the aircraft crashed after getting caught in the wake turbulence of a DC-10. An encounter with a trailing vortex generated by a preceding 'heavy' jet which resulted in an involuntary loss of control of the airplane during final approach. Although cautioned to expect turbulence the crew did not have sufficient information to evaluate accurately the hazard or the possible location of the vortex. Existing FAA procedures for controlling VFR flight did not provide the same protection from a vortex encounter as was provided to flights being given radar vectors in either IFR or VFR conditions.
1972-06-01,1972,June,Thursday,11:05,USA,"Valdez, Alaska",Fairbanks Air - Air Taxi,Civilian,"Fairbanks, Ak - Valdez, Ak",Cessna U206C,2,2,1.0,0,Weather,Flew into mountain pass in fog. Wing caught ground in turnaround. Continued VFR flight into adverse weather conditions.
1972-06-03,1972,June,Saturday,09:30,USA,"Winfield, Kansas",Smyer Aircraft - Air Taxi,Civilian,"Arkansas City, Ks - White Plains, Ny",Beechcraft E18S,2,2,1.0,0,Mechanical Failure,In flight engine fire caused left wing to separate.
1972-06-03,1972,June,Saturday,09:30,Morocco,"Near Jesbel Musa, Morocco",Military - U.S. Navy,Military,Rota - Souda Bay,Lockheed P-3A Orion,14,14,1.0,0,Collision/Impact,Crashed into a mountain en route.
